1_1_0_1_0,516.0,-2176.0
1_0_0_1_0,2692.0,2176.0
1_1_0_1_0,516.0,-2176.0
1_0_0_1_0,2692.0,2176.0
0_0_0_1_0,1668.0,-1024.0
0_1_0_1_0,4100.0,2432.0
1_1_0_1_0,516.0,-3584.0
1_1_1_1_0,100.0,-416.0
1_1_0_1_0,516.0,416.0
1_1_0_0_0,964.0,448.0
1_0_0_0_0,3236.0,2272.0
1_1_0_0_0,964.0,-2272.0
1_1_1_0_0,212.0,-752.0
1_1_0_0_0,964.0,752.0
1_1_1_0_0,212.0,-752.0
1_1_1_1_0,100.0,-112.0
1_0_1_1_0,1508.0,1408.0
1_1_1_1_0,100.0,-1408.0
0_1_1_1_0,3684.0,3584.0
0_1_1_0_0,3988.0,304.0
0_1_1_1_0,3684.0,-304.0
0_1_0_1_0,4100.0,416.0
1_1_0_1_0,516.0,-3584.0
1_0_0_1_0,2692.0,2176.0
1_0_0_0_0,3236.0,544.0
0_0_0_0_0,100.0,-3136.0
0_1_0_0_0,3972.0,3872.0
0_0_0_0_0,100.0,-3872.0
0_1_0_0_0,3972.0,3872.0
0_1_1_0_0,3988.0,16.0
0_1_1_1_0,3684.0,-304.0
0_0_1_1_0,3556.0,-128.0
0_0_0_1_0,1668.0,-1888.0
1_0_0_1_0,2692.0,1024.0
1_0_1_1_0,1508.0,-1184.0
1_0_0_1_0,2692.0,1184.0
0_0_0_1_0,1668.0,-1024.0
0_1_0_1_0,4100.0,2432.0
0_1_0_0_0,3972.0,-128.0
0_1_1_0_0,3988.0,16.0
0_1_1_1_0,3684.0,-304.0
0_1_0_1_0,4100.0,416.0
0_0_0_1_0,1668.0,-2432.0
0_0_1_1_0,3556.0,1888.0
0_0_1_0_0,2804.0,-752.0
0_1_1_0_0,3988.0,1184.0
0_0_1_0_0,2804.0,-1184.0
0_0_1_1_0,3556.0,752.0
0_1_1_1_0,3684.0,128.0
0_0_1_1_0,3556.0,-128.0
0_0_0_1_0,1668.0,-1888.0
0_1_0_1_0,4100.0,2432.0
0_1_1_1_0,3684.0,-416.0
0_1_0_1_0,4100.0,416.0
0_1_0_0_0,3972.0,-128.0
0_0_0_0_0,100.0,-3872.0
0_0_0_1_0,1668.0,1568.0
0_1_0_1_0,4100.0,2432.0
1_1_0_1_0,516.0,-3584.0
1_1_0_0_0,964.0,448.0
1_0_0_0_0,3236.0,2272.0
1_0_1_0_0,2100.0,-1136.0
1_1_1_0_0,212.0,-1888.0
0_1_1_0_0,3988.0,3776.0
0_0_1_0_0,2804.0,-1184.0
0_0_1_1_0,3556.0,752.0
0_0_1_0_0,2804.0,-752.0
0_0_1_1_0,3556.0,752.0
0_0_0_1_0,1668.0,-1888.0
1_0_0_1_0,2692.0,1024.0
1_1_0_1_0,516.0,-2176.0
1_1_1_1_0,100.0,-416.0
1_1_0_1_0,516.0,416.0
1_1_1_1_0,100.0,-416.0
1_1_0_1_0,516.0,416.0
1_1_1_1_0,100.0,-416.0
0_1_1_1_0,3684.0,3584.0
1_1_1_1_0,100.0,-3584.0
1_0_1_1_0,1508.0,1408.0
1_1_1_1_0,100.0,-1408.0
1_1_0_1_0,516.0,416.0
1_1_0_0_0,964.0,448.0
1_1_1_0_0,212.0,-752.0
1_1_1_1_0,100.0,-112.0
1_1_0_1_0,516.0,416.0
1_1_0_0_0,964.0,448.0
1_0_0_0_0,3236.0,2272.0
1_1_0_0_0,964.0,-2272.0
1_1_1_0_0,212.0,-752.0
1_0_1_0_0,2100.0,1888.0
1_0_0_0_0,3236.0,1136.0
1_0_1_0_0,2100.0,-1136.0
