111011,103899
101010,23268
1011,-1749
101111,39903
101001,20541
100011,7875
101011,26187
11011,-837
111010,97092
111111,134127
111001,90573
110011,57171
111011,103899
101111,39903
11111,2511
111110,126108
111101,118401
110111,78375
111011,103899
101011,26187
101010,23268
1011,-1749
11011,-837
111010,97092
101111,39903
111111,134127
101001,20541
111001,90573
100011,7875
110011,57171
